bank_pk,bank_id,bank_name,branch_id,branch_name,fd_sales,rd_sales,ca_sales,sa_sales,life_insurance,general_insurance,mutual_fund
2-SBI-182-An,2,SBI,182,Anthonyberg Branch,1918766.66,877113.5,1573743.1,926734.97,4757308.17,3043129.35,2937667.91
3-SBI-176-Mu,3,SBI,176,Murrayhaven Branch,2225012.5,620674.61,1069676.77,1042223.78,4565791.48,3317729.66,2935601.92
1-SBI-182-An,1,SBI,182,Anthonyberg Branch,2083721.92,862028.86,1471811.84,961208.38,3642703.46,2908883.12,2331388.82
4-SBI-176-Mu,4,SBI,176,Murrayhaven Branch,970171.69,391833.79,894280.48,750351.83,3539193.43,2277845.78,619605.11
5-SBI-154-Mi,5,SBI,154,Mikeside Branch,2205852.64,868730.22,788432.42,829229.73,2619592.37,2716958.92,1480633.87
3-SBI-111-Me,3,SBI,111,Meganton Branch,2256271.57,743430.5,1216981.05,678188.96,4108064.54,2152408.73,1417025.04
4-SBI-136-Me,4,SBI,136,Meyersside Branch,2294235.8,777572.08,1001694.78,1316126.3,4434667.44,4162798.29,2849788.39
1-SBI-122-Te,1,SBI,122,Teresamouth Branch,1127309.8,369756.98,815954.84,389517.02,2011763.43,2575431.71,1237890.79
3-SBI-154-Mi,3,SBI,154,Mikeside Branch,761166.67,581464.27,869159.19,745250.48,2154511.39,2267881.84,1314817.29
1-SBI-118-We,1,SBI,118,West Brandontown Branch,1158313.96,488224.39,983003.89,604759.8,2421851.48,2552188.32,1140626.24
2-SBI-166-Ma,2,SBI,166,Martintown Branch,2291108.7,621749.87,1435701.26,1299813.45,5276423.07,4534702.49,2419345.63
1-SBI-187-Ma,1,SBI,187,Marshallshire Branch,1359633.21,661628.23,744704,1005811.46,2032313.87,2078288.84,2262038.27
2-SBI-122-Te,2,SBI,122,Teresamouth Branch,137092.79,64324.84,323776.51,152241.36,1045785.91,885742.04,464071.64
3-SBI-103-La,3,SBI,103,Lake Jamesstad Branch,2428053.51,428976.35,1473667.28,1397917.67,3767726.36,3310742.25,2143808.95
5-SBI-117-Ke,5,SBI,117,Kellymouth Branch,1594133.74,280335.69,474537.7,806358.53,2423040.57,1579897.72,630254.55
2-SBI-111-Me,2,SBI,111,Meganton Branch,2386877.94,761276.98,1159468.22,1056605.54,1952456.07,3692106.65,1148661.86
1-SBI-134-No,1,SBI,134,North Charles Branch,1509693.75,1009476.97,1208151.16,1137109.63,4269350.55,3085898.65,2326274.04
1-SBI-126-So,1,SBI,126,South Wendy Branch,2570389.7,821941.71,1723256.07,1386665.28,4422545.03,4068398.81,1573147.92
1-SBI-142-Br,1,SBI,142,Bryantton Branch,3389866.99,1151786.48,1728818.06,1337826.1,6214929.52,3817928.95,2642401.09
3-SBI-177-Ta,3,SBI,177,Tammyberg Branch,1571979.53,754567.79,1059088.86,630447.05,2740101.97,2185008.2,1591770.53
4-SBI-194-Po,4,SBI,194,Port Michael Branch,930112.67,390893.04,697007.01,755143.12,2394881.95,1236485.13,842222.48
1-SBI-166-Ma,1,SBI,166,Martintown Branch,1005425.66,508169.59,639066,524842.41,2144320.03,1485280.64,1239804.23
1-SBI-168-Ve,1,SBI,168,Vernonborough Branch,1999667.62,1150551.42,1826169.86,1287809.54,4103911.96,4567419.56,1897584.4
2-SBI-163-Sh,2,SBI,163,Shannonmouth Branch,825298.32,609687.17,946409.85,675814.72,2107791.87,1597017.85,1193698
5-SBI-192-Ca,5,SBI,192,Carlton Branch,1410868.47,742258.46,1207275.48,771556.13,4555006.98,3123003.35,1806562.39
1-SBI-151-Ja,1,SBI,151,Jarvismouth Branch,2912920.56,1019587.79,2185382.98,1815762.28,6438892.04,4622103.08,3649530.54
3-SBI-116-Ne,3,SBI,116,New Destinyview Branch,1321513.19,501363.66,965440.98,419758.37,3229782.01,1288800.71,924292.47
4-SBI-182-An,4,SBI,182,Anthonyberg Branch,2608980.79,714460.2,1294166.47,976280.36,5500310,4486161.42,3269047.05
4-SBI-198-Mc,4,SBI,198,Mcintyreton Branch,2404093.64,1473532.87,2019153.37,1697222.02,6187027.9,4846670.92,3053770.75
4-SBI-132-Jo,4,SBI,132,Josephland Branch,2360823.43,877982.63,1243672.73,1048812.21,4169774.8,3319777.74,1855213.1
4-SBI-151-Ja,4,SBI,151,Jarvismouth Branch,1130303.25,245774.76,847401.49,698839.71,2014417.1,2176883.06,1804261.43
2-SBI-119-La,2,SBI,119,Lake Steve Branch,904732.71,565529.26,782413.81,433188.04,1368187.91,1887474.02,1252667.71
4-SBI-180-Ni,4,SBI,180,Nicolechester Branch,2413900.1,705132.92,1495951.34,873559.16,4091665.62,4225835.26,2265867.85
2-SBI-144-Ea,2,SBI,144,East Jenniferstad Branch,2134416.89,536320.91,1260288.32,975789.93,1769450.67,2493606.4,1591460.18
2-SBI-176-Mu,2,SBI,176,Murrayhaven Branch,2428774.96,710395.42,1285748.82,1199338.46,6071237.89,3349148.18,2485049.99
2-SBI-167-Da,2,SBI,167,Davischester Branch,599607.53,484420.87,741831.09,644621.74,1259228.76,1478818.77,1173422.92
3-SBI-149-Po,3,SBI,149,Port Jademouth Branch,2096102.17,942932.76,1403530.82,1476618.73,5179601.14,4003221.97,2307728.02
5-SBI-129-Tr,5,SBI,129,Travisberg Branch,1559482.86,488412.69,942287.03,591555.79,3434135.83,1744243.63,838613.63
4-SBI-169-No,4,SBI,169,North Jacquelineburgh Branch,862894.9,427764.58,478213.55,517650.63,1665352.85,1024936.63,524241.47
5-SBI-101-Ki,5,SBI,101,Kimshire Branch,1944791.6,1115776.32,1075427.19,1315086.54,4506464.8,3923913.59,2109286.49
1-SBI-178-Po,1,SBI,178,Port Kimberlyfurt Branch,1493538.09,682327.01,1117690.31,811161.08,3732805.78,3287339.05,1524577.72
2-SBI-133-Da,2,SBI,133,Danielton Branch,1270412.72,489103.79,608036.96,632357.75,4225972.72,1346968.14,1937772.49
2-SBI-151-Ja,2,SBI,151,Jarvismouth Branch,1501727.83,720481.42,1312565.44,708492.18,3530361.93,3506542.07,1393743.36
2-SBI-183-La,2,SBI,183,Lancemouth Branch,1059550.83,477212.02,638349.7,208799.5,1040486.73,1592240.92,210772.99
2-SBI-115-We,2,SBI,115,West Jennifer Branch,1282165.91,803235.71,497590.34,585810.83,1539801.96,817833.42,1420885.76
4-SBI-142-Br,4,SBI,142,Bryantton Branch,1034882.89,586969.75,885722.54,941696.4,3563215.57,2355681.77,1445575.48
1-SBI-163-Sh,1,SBI,163,Shannonmouth Branch,1851099.42,860430.36,1425170.87,896404.74,4375494.89,4365285.46,2496746.87
1-SBI-192-Ca,1,SBI,192,Carlton Branch,2660831.62,1147354.33,1676836.57,1035860.67,5420982.63,4358449.42,2289653.8
5-SBI-164-Fo,5,SBI,164,Fordton Branch,2073114.53,898548.85,1269039.38,1058672.97,4365858.78,3540509.36,1898810.03
2-SBI-112-Sm,2,SBI,112,Smithborough Branch,1301865.91,514204.26,1167275.14,743310.4,3954927.08,2847733.45,1728253.99
1-SBI-131-Br,1,SBI,131,Browningberg Branch,2684094.11,956008.61,1750931.98,1257451.76,6151055.85,3347256.05,1922310.64
5-SBI-166-Ma,5,SBI,166,Martintown Branch,1194765.02,341706.76,866751.25,610501.06,1957137.83,1653293.8,1161395.49
4-SBI-113-Ne,4,SBI,113,New Amyville Branch,1716606.35,942670.9,863357.51,1123926.45,3199778.9,3227630.9,2274684
2-SBI-157-Mi,2,SBI,157,Mitchellburgh Branch,3022272.19,730910.01,991645.39,1113574.04,3018532.84,3749716.2,2770104.27
5-SBI-191-So,5,SBI,191,South Feliciaborough Branch,2359288.98,995623.21,1417637.19,1284070.19,4784472.04,4082962.94,3072197.22
3-SBI-145-Mi,3,SBI,145,Michaelland Branch,1356500.08,484800.17,1379109.85,1359416.99,2503284.04,2907675.58,1823546.89
3-SBI-189-Ne,3,SBI,189,New Dianaborough Branch,2078808.2,879679.41,1253793.42,779404.44,2923067.64,2908400.15,1480593.15
4-SBI-184-Po,4,SBI,184,Port Rachel Branch,1567516.23,864425.69,875507.01,908242.63,3826869.92,3080976.58,1268701.46
1-SBI-174-We,1,SBI,174,West Danielle Branch,1521012.45,679066.2,920869.03,985371.44,3341957.42,2895778.58,2262555.71
1-SBI-190-Tu,1,SBI,190,Tuckertown Branch,2032614.46,722827.24,1297874.97,1507702.06,5400383.28,4245268.53,2726043.27
5-SBI-158-Ea,5,SBI,158,East Chadstad Branch,1913594.85,683709.26,990540.73,452659.3,2175757.77,2324929.72,1421702.78
1-SBI-132-Jo,1,SBI,132,Josephland Branch,968742.98,451675.69,1127703.21,701520.32,3477930.3,2227695.87,1010302.97
1-SBI-145-Mi,1,SBI,145,Michaelland Branch,2092985.82,573310.35,1539330.65,1072402.81,2007957.15,2444340.77,1176989.07
5-SBI-181-We,5,SBI,181,West Christopher Branch,1552860.46,738832.03,832053.66,801644.9,1937951.27,2409533.85,2014183.9
2-SBI-153-Da,2,SBI,153,Davidchester Branch,1335731.05,621955.36,1024105.35,774307.04,2965565.91,3145721.54,1889067.54
3-SBI-165-So,3,SBI,165,South Patrick Branch,1735442.33,779822.42,1315637.93,913011.81,4013834,2078647.53,1224464.27
4-SBI-153-Da,4,SBI,153,Davidchester Branch,1398869.49,673438.47,868692.76,730951.01,2870633.85,1273612.85,1588448.73
5-SBI-116-Ne,5,SBI,116,New Destinyview Branch,2543070.6,531345.42,1401813.4,1106281.04,4673689.84,3792540.4,2793598.29
2-SBI-179-Po,2,SBI,179,Port Brian Branch,1924901.19,784654.3,1673432.77,1259813.9,4845079.57,2544589.2,1793530.92
5-SBI-172-La,5,SBI,172,Lake Traci Branch,2042230.93,631315.35,1609965.79,1143203.12,3247369.83,2511318.39,1317328.11
1-SBI-173-Ne,1,SBI,173,New Nathan Branch,1437534.42,418191.36,573670.29,530049.69,2171333.96,1212292.21,1418647.26
3-SBI-170-Ea,3,SBI,170,East Joshua Branch,2146549.3,941948.34,1360227.35,1131787.29,3962816.85,5034461.34,1096073.19
2-SBI-172-La,2,SBI,172,Lake Traci Branch,949155.82,340418,551193.9,405136.89,2139351.87,1184155.49,1219931.44
4-SBI-154-Mi,4,SBI,154,Mikeside Branch,1339407.83,271468.93,569430.21,95464.97,1296019.36,415675.34,529982.25
5-SBI-147-Ea,5,SBI,147,East Jason Branch,1323950.74,586947.82,515683.22,490146.52,1277289.82,1186952.25,1239960.14
4-SBI-190-Tu,4,SBI,190,Tuckertown Branch,2617734.43,1132564.48,1484371.19,913860.47,4132195.86,3453991.88,2466539.38
4-SBI-195-Po,4,SBI,195,Port Wanda Branch,2737569.47,1013968.84,1446694.63,1386432.74,4164937.03,5545454.54,3240452.26
4-SBI-148-No,4,SBI,148,North Melaniestad Branch,1388294.22,1194246.85,989044.28,769104.61,2331537.19,1687997.63,1403667.77
4-SBI-122-Te,4,SBI,122,Teresamouth Branch,721266.25,394945.96,496184.89,621242.09,2258629.52,1240270.09,1453558.95
5-SBI-126-So,5,SBI,126,South Wendy Branch,690699.37,410207.55,917980.91,720123.96,3701570.99,1267326.22,1581097.91
1-SBI-124-Ma,1,SBI,124,Maryburgh Branch,2713966.91,719566.2,1277113.37,840993.33,3487711.15,2578129.05,1568066.57
1-SBI-123-Th,1,SBI,123,Thomasport Branch,1054548.18,393264.91,398492.01,442793.03,3095080.83,2424038.08,847565.29
1-SBI-179-Po,1,SBI,179,Port Brian Branch,2142161.55,671939.89,1251419.82,1010580.99,4058406.73,3219512.29,1387789.83
5-SBI-179-Po,5,SBI,179,Port Brian Branch,1327946.71,188180.78,287370.98,500427.56,1552492.43,1634836.28,891951.54
5-SBI-119-La,5,SBI,119,Lake Steve Branch,1798222.06,530704.74,1109715.23,915595.88,3896974.93,3015721.88,2059215.03
1-SBI-152-Br,1,SBI,152,Brittanyland Branch,710996.49,295602.73,983436.22,727908.34,1709323.14,1738656.62,568677.56
5-SBI-182-An,5,SBI,182,Anthonyberg Branch,2216857.75,654275.56,807532.08,775892.53,2176361.13,2685662.64,1365005.43
3-SBI-125-Am,3,SBI,125,Amymouth Branch,1274093.4,517101.45,720764.1,522595.7,2842842.08,1808271.64,1085144.97
3-SBI-159-Ag,3,SBI,159,Aguilarberg Branch,1078361.26,676433.27,1159499.17,893944.21,4074781.1,2775700.76,1989934.03
2-SBI-101-Ki,2,SBI,101,Kimshire Branch,2099425.85,832800.22,980748.02,896700.97,3059024.12,2761808.48,1749580.95
3-SBI-102-Jo,3,SBI,102,Johnland Branch,1879155.07,810713.27,1075106.71,749319.16,4725912.44,3164916.86,1592203.17
1-SBI-155-Al,1,SBI,155,Alejandrofurt Branch,2449895.59,753501.74,1286545.81,743232.25,2763161.3,2261575.09,1190818.7
5-SBI-165-So,5,SBI,165,South Patrick Branch,964134.49,484290.82,640687.79,518695.83,1147351.54,935707.45,1387319.25
5-SBI-124-Ma,5,SBI,124,Maryburgh Branch,1375739.63,550081.9,901948.54,418367.28,3114919.33,3288575.14,1465238.23
5-SBI-167-Da,5,SBI,167,Davischester Branch,949122.83,327537.86,849137.54,737727.92,2501835.35,1602196.88,1138054.67
2-SBI-114-La,2,SBI,114,Lake Hollystad Branch,1932863.57,1166897.28,1193204.8,703481.28,4847573.97,3008318.51,2275543.73
2-SBI-181-We,2,SBI,181,West Christopher Branch,1215475.61,590172.68,940795.69,689247.55,3008943.04,1186816.13,1650768.52
1-SBI-106-Wi,1,SBI,106,Williamview Branch,3439303.64,1329106.55,1588611.38,1737548.36,5674521.5,5421898.81,3220212.84
2-SBI-190-Tu,2,SBI,190,Tuckertown Branch,1599245.52,497384.59,796682.26,507080.27,2384274.85,2053125.08,1497459.81
1-SBI-170-Ea,1,SBI,170,East Joshua Branch,612847.15,318578.48,472799.5,673332.87,926961.21,954458.71,706779.16
5-SBI-140-St,5,SBI,140,Stanleyview Branch,1732955.01,617307.29,1157100.7,679059.22,2368913.41,2498864.82,1502754.25
4-SBI-159-Ag,4,SBI,159,Aguilarberg Branch,1186658.66,660956.25,375547.56,540720.18,951343.58,926277.47,968768.92
5-SBI-143-Ha,5,SBI,143,Hallborough Branch,1279308.31,857838.43,742460.81,723235.06,2810086.29,2763439.39,1646581.81
4-SBI-165-So,4,SBI,165,South Patrick Branch,810136.02,192631.9,441254.21,315803.83,1434339.51,1057420.72,824923.38
5-SBI-122-Te,5,SBI,122,Teresamouth Branch,2912635.85,1336946.73,1558903.62,1612532.22,4593523.76,4032953.07,2057566
4-SBI-163-Sh,4,SBI,163,Shannonmouth Branch,1746393.03,850177.14,1015595.95,700060.43,3078412.05,3050015.11,1297753.1
4-SBI-105-So,4,SBI,105,South Rachel Branch,966879.93,626517.39,726669.98,876157.23,3714775.8,2531196.74,1759969.7
3-SBI-162-Mo,3,SBI,162,Moniquechester Branch,818212.22,678773.32,663108.27,759013.96,2797801.84,2341148.54,1454350.27
2-SBI-124-Ma,2,SBI,124,Maryburgh Branch,1004289.69,507565.12,941032.16,493813.83,2419433.01,1428215.13,1228701.81
5-SBI-189-Ne,5,SBI,189,New Dianaborough Branch,1742454.6,936680.12,1737229.86,723871.96,4594503.22,3068958.02,1916985.31
2-SBI-192-Ca,2,SBI,192,Carlton Branch,820438.72,710412.13,601765.38,1030478.21,3459564.01,3153105.23,1219874.55
4-SBI-158-Ea,4,SBI,158,East Chadstad Branch,2928401.13,974701.63,1765629.09,1189136.1,3928944.8,5448826.7,2492056.4
2-SBI-127-We,2,SBI,127,West Kimberly Branch,1601460.39,871075.95,1039391.93,902061.47,2294334.98,2842337.53,1756271.02
3-SBI-152-Br,3,SBI,152,Brittanyland Branch,1875682.8,806047.27,1447501.99,981349.58,6143840.96,4362646.29,2525537.3
2-SBI-170-Ea,2,SBI,170,East Joshua Branch,2174631.66,940847.4,951587.11,1062334.45,4160031.14,2611205.27,1947984.57
3-SBI-135-Ea,3,SBI,135,East Michael Branch,674130.39,522063.3,728761.06,672996.99,3013291.48,3262521.74,976809.85
4-SBI-161-We,4,SBI,161,West Stephaniefort Branch,1017528.64,537656.79,449044.75,454904.64,1732730.29,1129072.96,1058363.33
3-SBI-153-Da,3,SBI,153,Davidchester Branch,2321118.34,919556.57,1247234.98,815755.57,4277829.35,3776100.93,2054545.97
4-SBI-160-No,4,SBI,160,North Vanessamouth Branch,1466553.83,776806.1,834778.59,719672.46,3040204.27,3366429.78,1450328.05
4-SBI-196-Za,4,SBI,196,Zamorahaven Branch,1297612.91,504363.46,728603.91,1039513.15,4197403.43,2845272.04,2035546.23
2-SBI-168-Ve,2,SBI,168,Vernonborough Branch,1451874.29,711533.99,1009059.05,761612.57,3070870.25,3023999.48,974561.15
3-SBI-128-No,3,SBI,128,North Nathanieltown Branch,2089120.04,825849.72,828064.91,859172.34,3069268.12,2722234.01,1356164.62
2-SBI-180-Ni,2,SBI,180,Nicolechester Branch,2285444.07,950855.55,981971.77,1175332.08,2917718.79,3326488.88,2008485.74
4-SBI-126-So,4,SBI,126,South Wendy Branch,1963555.33,580141.72,628552.96,571404.26,2470933.2,2334305.7,1738397.47
3-SBI-167-Da,3,SBI,167,Davischester Branch,2751299.65,1168653.87,1546191.79,877762.64,5130014.6,3376886.42,3097399.81
5-SBI-111-Me,5,SBI,111,Meganton Branch,1172133.01,534642.84,494251.72,569163.93,2673639.88,992134.9,706761.12
4-SBI-149-Po,4,SBI,149,Port Jademouth Branch,1674792.38,406340.64,935203.8,1011512.36,3443690.56,2032319.4,1885026.73
5-SBI-174-We,5,SBI,174,West Danielle Branch,2407514.66,818340.3,988856.35,1122408.13,3861401.18,2827312.28,2209482.5
1-SBI-199-No,1,SBI,199,North Patrickfort Branch,2809049.31,821981.04,1004455.97,849918.04,4761417.15,2307053.56,2172548.46
3-SBI-175-Ne,3,SBI,175,New Peter Branch,896920.54,579950.89,1001251.11,868019.64,2062898.85,2060457.53,922374.23
4-SBI-172-La,4,SBI,172,Lake Traci Branch,670518.3,455743.67,486094.78,528381.52,2132823.58,1718705.47,1172643.44
4-SBI-181-We,4,SBI,181,West Christopher Branch,1380460.41,723318.74,1291468.62,858476.66,3141153.86,2606179.45,2187611.02
1-SBI-108-Ea,1,SBI,108,East Carl Branch,2141765.59,785536.49,1149104.09,488824.88,3573568.95,1731841.02,1151132.67
5-SBI-169-No,5,SBI,169,North Jacquelineburgh Branch,2202003.75,646544.92,1168590.37,1439426.25,2759355.02,3193341.79,2169220.74
4-SBI-150-La,4,SBI,150,Lake Kelly Branch,1153680.04,403542.72,560518.19,606471.2,1791512.67,2473351.78,971151.35
3-SBI-196-Za,3,SBI,196,Zamorahaven Branch,1934915.23,894457.81,1676397.69,1117396.07,3795306.17,3422380.71,2495231.74
3-SBI-105-So,3,SBI,105,South Rachel Branch,1728119.1,451543.1,617473.01,758998.21,2408703.35,1710319.58,1414537.53
5-SBI-112-Sm,5,SBI,112,Smithborough Branch,931074.11,694704.86,845528.15,980344.28,1387635.71,2772700.02,1371644.84
5-SBI-125-Am,5,SBI,125,Amymouth Branch,1463872.96,526605.49,772100.34,694377.69,2620357.29,1825937.37,1042353.1
4-SBI-133-Da,4,SBI,133,Danielton Branch,1517866.82,538660.01,1080388.37,485117.72,2900304.86,1958360.61,1072053.16
4-SBI-152-Br,4,SBI,152,Brittanyland Branch,1077278.74,384317.77,575037.62,467191.41,1824767.06,1623243.51,572983.24
3-SBI-146-Br,3,SBI,146,Brandonside Branch,820974.85,140972.25,699572.93,250194.41,1333042.46,945069.6,754776.9
2-SBI-107-Po,2,SBI,107,Port Gregoryport Branch,1339021.94,716551.88,1234438.8,715821.72,2184325.45,3186965.89,1036195.45
4-SBI-175-Ne,4,SBI,175,New Peter Branch,1161144.52,479152.23,597086.84,414691.97,2058833.59,1374162.95,1036865.9
5-SBI-118-We,5,SBI,118,West Brandontown Branch,1429068.84,384406.71,964015.5,595371.2,1371225.18,1884260.04,1285705.88
3-SBI-173-Ne,3,SBI,173,New Nathan Branch,1207758.8,911308.59,1074731.27,763125.47,3162015.82,2958659.9,2870958.15
2-SBI-131-Br,2,SBI,131,Browningberg Branch,2339566.89,1048127.53,1008794.47,816003.45,3299611.25,2787485.95,2953235.93
1-SBI-120-Ea,1,SBI,120,East Sydney Branch,2197098.49,977552.1,1934376.23,1990789.63,6425648.35,4303281.75,2113125.99
3-SBI-163-Sh,3,SBI,163,Shannonmouth Branch,2205711.93,962486.15,966713.83,845405.26,2116607.83,2811766.46,2061107.99
5-SBI-190-Tu,5,SBI,190,Tuckertown Branch,1407885.65,552912.94,828834.4,663178.25,1359918.8,1881915.59,914067.59
4-SBI-188-Ea,4,SBI,188,East Ryanmouth Branch,2628613.15,1056998.16,1173385.36,890600.97,5116323.41,4831575.71,2067557.19
2-SBI-141-Ho,2,SBI,141,Hodgesburgh Branch,943378.07,496332.12,331183.3,631036.45,1556977.34,561177.22,900390.24
2-SBI-191-So,2,SBI,191,South Feliciaborough Branch,950416.43,207915.11,742426.43,501664.07,3223031.12,1544355.8,770213.02
5-SBI-170-Ea,5,SBI,170,East Joshua Branch,2203826.22,734555.67,1025924.51,1046999.79,3340551.79,1571458.03,1778369.8
5-SBI-175-Ne,5,SBI,175,New Peter Branch,3119197.07,1098487.45,1789415.13,1390848.94,7133298.99,3999577.44,4068108.45
2-SBI-185-Po,2,SBI,185,Port Patricktown Branch,1705609.51,792268.18,773051.76,893763.02,3237904.64,1763329.01,1673185.59
5-SBI-151-Ja,5,SBI,151,Jarvismouth Branch,1205436.96,411467.92,868433.07,768135.01,2496277.01,1811475.11,1048071.27
5-SBI-102-Jo,5,SBI,102,Johnland Branch,1189766.89,798978.62,924745.57,732345.95,3125911.07,1311469.99,1578125.73
1-SBI-121-Al,1,SBI,121,Allenhaven Branch,1962292.89,1306020.82,1441012.62,1177067.43,3770589.12,4078817.7,2246618.01
5-SBI-135-Ea,5,SBI,135,East Michael Branch,2000601.92,642005.41,1318471.6,784982.72,3281822.35,2935762.8,1543518.74
2-SBI-138-La,2,SBI,138,Lake Christophertown Branch,2321045.61,709145.48,1020754.61,554967.48,3943867.45,2365175.96,1458786.35
1-SBI-117-Ke,1,SBI,117,Kellymouth Branch,2035258.76,842928.71,1725782.58,786122.86,3046784.22,3318102.81,2186490.98
5-SBI-195-Po,5,SBI,195,Port Wanda Branch,1887405.18,719642.3,1349209.05,610331.5,4876995.64,2797931.98,2246386.28
3-SBI-166-Ma,3,SBI,166,Martintown Branch,1544939.22,354838.28,1012804.62,851510.96,2506465.66,2592441.97,932783.66
5-SBI-160-No,5,SBI,160,North Vanessamouth Branch,2121127.95,854337.27,1156906.05,718681.1,3091134.2,2605085.3,1255107.61
5-SBI-155-Al,5,SBI,155,Alejandrofurt Branch,1901534.33,615811.8,773140.82,896194.97,3690460.61,3341989.75,1761321.26
1-SBI-147-Ea,1,SBI,147,East Jason Branch,1916716.95,626499.65,770516.17,357556.18,3807876.25,1961691.89,1899735.73
5-SBI-115-We,5,SBI,115,West Jennifer Branch,1949623.06,1011184.04,1741065.7,859847.55,5261273.05,3918403.41,1932084.22
4-SBI-185-Po,4,SBI,185,Port Patricktown Branch,1824076.18,674877.49,883822.31,825736.55,3823474.07,2272971.62,1156983.33
4-SBI-124-Ma,4,SBI,124,Maryburgh Branch,2217766.55,976046.18,1517326.17,1311665.14,7696966.14,4124464.16,2245372.9
5-SBI-113-Ne,5,SBI,113,New Amyville Branch,1701166.37,722075.12,1149597.82,1128376.52,3825382.52,2427993.12,1970411.5
2-SBI-199-No,2,SBI,199,North Patrickfort Branch,1357353.92,624889.77,671027.45,667258.39,2931948.82,2830525.1,906987.46
1-SBI-195-Po,1,SBI,195,Port Wanda Branch,1513482.59,564334.82,1000520.46,840147.17,3115241.79,2499386.35,2033974.85
3-SBI-127-We,3,SBI,127,West Kimberly Branch,3081689.31,884134.64,1888659.91,1187876.53,3572660.61,3806415.51,2017514.47
5-SBI-120-Ea,5,SBI,120,East Sydney Branch,2828874.11,954963.24,1666476.81,1268800.93,4939811.08,3250854.57,2299953.67
4-SBI-123-Th,4,SBI,123,Thomasport Branch,2567047.61,792421.78,1195380.75,954548.95,5089108.86,3226948,1725707.7
1-SBI-159-Ag,1,SBI,159,Aguilarberg Branch,632535.13,198730.2,232809.95,214341.41,642015.09,1296319.9,251176.7
5-SBI-198-Mc,5,SBI,198,Mcintyreton Branch,1403698.01,318453.98,689529.99,828499.96,2131032.64,1276470.03,1027962.03
3-SBI-119-La,3,SBI,119,Lake Steve Branch,1969514.78,1067782.81,1430985.25,1248872.46,5744841.36,3394330.35,2657046.51
2-SBI-121-Al,2,SBI,121,Allenhaven Branch,1741208.45,554134.99,499182.89,745066.8,2330420.17,2385834.57,1217890.1
3-SBI-115-We,3,SBI,115,West Jennifer Branch,1359066.85,182447.82,693161.53,461578.64,1871823.97,1666981.04,1524933.35
2-SBI-120-Ea,2,SBI,120,East Sydney Branch,2413466.41,1076597.35,1798866.73,1668640.92,6503195.27,3663827.49,1933596.34
4-SBI-143-Ha,4,SBI,143,Hallborough Branch,1265862.24,166945.44,327824.08,447039.1,2179046.51,777923.59,933207.66
5-SBI-110-So,5,SBI,110,South Michelle Branch,2186638.37,850252.97,1038749.77,621243.37,4414294.13,2846674.41,1867610.6
5-SBI-136-Me,5,SBI,136,Meyersside Branch,2387116.01,873309.58,1465795.21,874028.94,3516515.77,3227939.04,2003848.19
1-SBI-143-Ha,1,SBI,143,Hallborough Branch,1465161.53,846126.43,1173653.23,764563.7,4401296.01,2962314.91,2097322.96
3-SBI-183-La,3,SBI,183,Lancemouth Branch,3147803.55,1630305.64,2190831.33,1469327.68,7877580.82,5263510.94,2545368.09
2-SBI-142-Br,2,SBI,142,Bryantton Branch,1482075.09,488374.52,624471.39,640731.11,3461197.75,967379.43,825391.07
4-SBI-120-Ea,4,SBI,120,East Sydney Branch,2141724.96,714755.72,1192147.35,938811.6,4075042.95,3525872.35,1411633.61
4-SBI-116-Ne,4,SBI,116,New Destinyview Branch,2008559.05,464024.76,1071196.04,739979.39,2074194.18,1914026.17,1612144.4
1-SBI-130-Ro,1,SBI,130,Robertshire Branch,906753.72,498242.03,693992.63,816573.53,2468519.04,1410933.15,1238099.68
2-SBI-103-La,2,SBI,103,Lake Jamesstad Branch,2192079.93,962466.77,1213901.2,806525.84,4290565.31,3236337.64,1933616.99
5-SBI-137-No,5,SBI,137,North Robertton Branch,1642732.95,640772.32,777428.99,824639.13,4244647.23,3496031.83,2110143.84
4-SBI-178-Po,4,SBI,178,Port Kimberlyfurt Branch,1418742.57,522106.84,694190.55,840019.79,3415390.59,2572722.28,2330965.92
1-SBI-104-Or,1,SBI,104,Ortegashire Branch,1575699.78,743581.28,1061634.25,996958.56,3955738.36,3379187.91,1663223.61
3-SBI-137-No,3,SBI,137,North Robertton Branch,1140507.88,581356.77,544851.9,566183.86,1820602.49,2611984.44,573005.86
2-SBI-123-Th,2,SBI,123,Thomasport Branch,2338431.43,1247021.41,1128511.64,863824.14,5118501.95,3894220.53,2981077.28
3-SBI-193-Ne,3,SBI,193,New Jenniferberg Branch,2154778.79,1086411.32,1823197.38,1730895.27,3638306.05,4511719.35,2766110.98
5-SBI-171-Ne,5,SBI,171,New Kimberly Branch,686100.68,235661.41,333423.32,519562.39,2395544.53,1688433.25,1173134.48
3-SBI-129-Tr,3,SBI,129,Travisberg Branch,2499508.68,1043828.68,1110301.77,762756.46,3256678.08,3995170.49,1726419.04
5-SBI-187-Ma,5,SBI,187,Marshallshire Branch,2035963.32,411365.03,870899.18,907315.09,2033366.81,2460599.18,1622525.09
2-SBI-129-Tr,2,SBI,129,Travisberg Branch,2912853.85,1051811.35,1714906.38,851127.3,5958214.03,3114440.47,2145709.53
4-SBI-104-Or,4,SBI,104,Ortegashire Branch,985060.08,399017.42,527015.32,624026.64,2659831.06,1252931.54,1243122.49
